Date,Microsoft (Power BI),Salesforce (Tableau),IBM (Cognos)
2020-02-04,171.622314453125,186.7039794921875,111.48029327392578
2020-02-05,171.41268920898438,183.87875366210938,116.87824249267578
2020-02-06,174.96676635742188,185.1079864501953,117.19971466064453
2020-02-07,175.21446228027344,184.10675048828125,115.8927993774414
2020-02-10,179.79750061035156,187.4772186279297,116.66332244873047
2020-02-11,175.738525390625,187.46730041503906,115.9456787109375
2020-02-12,175.9958038330078,187.81427001953125,117.32813262939453
2020-02-13,175.04298400878906,187.0013885498047,116.57268524169922
2020-02-14,176.60557556152344,188.3000030517578,113.84553527832031
2020-02-18,178.3968963623047,189.43011474609375,114.14768981933594
2020-02-19,178.93194580078125,191.1946258544922,113.96636962890625
2020-02-20,176.19943237304688,191.6803741455078,114.2383804321289
2020-02-21,170.62930297851562,187.8539276123047,113.19583892822266
2020-02-24,163.2725067138672,184.32484436035156,110.61978912353516
2020-02-25,160.5782470703125,179.69541931152344,107.0541000366211
2020-02-26,162.5845947265625,177.3162384033203,105.57340240478516
2020-02-27,151.1291046142578,170.6546173095703,100.55723571777344
2020-02-28,154.7883758544922,168.91983032226562,98.3211441040039
2020-03-02,165.0878448486328,175.22457885742188,101.45622253417969
2020-03-03,157.17689514160156,167.89878845214844,97.37684631347656
2020-03-04,162.9477081298828,174.16387939453125,101.39579010009766
2020-03-05,158.85841369628906,168.1267852783203,97.86787414550781
2020-03-06,154.36798095703125,162.65472412109375,96.49295806884766
2020-03-09,143.90602111816406,149.89651489257812,88.99893951416016
2020-03-10,153.7469482421875,159.93853759765625,94.25685119628906
2020-03-11,146.78189086914062,153.22735595703125,89.11983489990234
2020-03-12,132.86135864257812,139.36878967285156,77.66728210449219
2020-03-13,151.7501220703125,146.49632263183594,81.5502700805664
2020-03-16,129.3836212158203,123.22028350830078,74.84947967529297
2020-03-17,140.03662109375,134.24368286132812,80.56819152832031
2020-03-18,134.1416473388672,131.09130859375,78.226318359375
2020-03-19,136.34864807128906,138.24859619140625,75.80133819580078
2020-03-20,131.22763061523438,138.13955688476562,72.06187438964844
2020-03-23,129.91867065429688,139.2993927001953,71.593505859375
2020-03-24,141.72769165039062,152.30543518066406,79.684326171875
2020-03-25,140.37100219726562,145.78256225585938,79.96382904052734
2020-03-26,149.15135192871094,153.38592529296875,85.28215789794922
2020-03-27,143.0270538330078,144.73178100585938,81.61071014404297
2020-03-30,153.08770751953125,148.54832458496094,85.31238555908203
2020-03-31,150.68003845214844,142.72933959960938,83.80148315429688
2020-04-01,145.32968139648438,132.8955078125,79.42747497558594
2020-04-02,148.33924865722656,133.15322875976562,83.09893035888672
2020-04-03,146.97296142578125,133.143310546875,80.33399200439453
2020-04-06,157.90309143066406,146.26834106445312,86.74016571044922
2020-04-07,156.202392578125,143.80987548828125,86.83082580566406
2020-04-08,157.76925659179688,149.8073272705078,90.11699676513672
2020-04-09,157.77886962890625,153.20753479003906,91.78653717041016
2020-04-13,158.13235473632812,151.17532348632812,91.52212524414062
2020-04-14,165.95724487304688,156.34007263183594,93.60716247558594
2020-04-15,164.21836853027344,154.2781219482422,89.66373443603516
2020-04-16,169.14834594726562,155.6957244873047,87.4276351928711
2020-04-17,170.63885498046875,161.20741271972656,90.74404907226562
2020-04-20,167.25665283203125,161.34617614746094,90.9631118774414
2020-04-21,160.33941650390625,149.25216674804688,88.20574188232422
2020-04-22,165.78530883789062,152.8010711669922,90.13211822509766
2020-04-23,163.77886962890625,150.402099609375,91.67322540283203
2020-04-24,166.76937866210938,152.64244079589844,94.21908569335938
2020-04-27,166.29171752929688,156.26077270507812,95.12561798095703
2020-04-28,162.2406768798828,153.11830139160156,95.39002990722656
2020-04-29,169.52099609375,159.0364227294922,97.21819305419922
2020-04-30,171.22166442871094,160.54322814941406,94.85364532470703
2020-05-01,166.7885284423828,155.01168823242188,92.06607055664062
2020-05-04,170.86813354492188,160.06741333007812,91.92254638671875
2020-05-05,172.7025909423828,161.83193969726562,92.60242462158203
2020-05-06,174.40321350097656,162.248291015625,93.04813385009766
2020-05-07,175.41598510742188,168.42416381835938,92.81079864501953
2020-05-08,176.44781494140625,174.37205505371094,94.15824127197266
2020-05-11,178.41603088378906,181.08326721191406,93.85198211669922
2020-05-12,174.3745574951172,175.99778747558594,92.06819915771484
2020-05-13,171.73760986328125,168.16644287109375,88.60013580322266
2020-05-14,172.48280334472656,165.5493621826172,89.53413391113281
2020-05-15,174.99559020996094,169.84173583984375,89.55709838867188
2020-05-18,176.6675567626953,171.00160217285156,93.06343841552734
2020-05-19,175.44464111328125,174.5108184814453,92.09117889404297
2020-05-20,177.87818908691406,175.39309692382812,92.9256362915039
2020-05-21,175.7416534423828,173.73760986328125,91.1954345703125
2020-05-22,175.8182830810547,176.3051300048828,90.63658142089844
2020-05-26,173.95957946777344,174.98667907714844,93.21656036376953
2020-05-27,174.18951416015625,175.0659637451172,96.11044311523438
2020-05-28,173.7967071533203,179.52688598632812,95.33719635009766
2020-05-29,175.56918334960938,173.2716827392578,95.6204833984375
2020-06-01,175.1668243408203,174.8280487060547,95.61282348632812
2020-06-02,177.15963745117188,172.71656799316406,96.46260833740234
2020-06-03,177.59075927734375,173.46995544433594,98.7976303100586
2020-06-04,175.2530059814453,169.95079040527344,98.67511749267578
2020-06-05,179.3536376953125,172.36961364746094,101.10201263427734
2020-06-08,180.4650421142578,175.0164337158203,103.92696380615234
2020-06-09,181.84463500976562,173.043701171875,100.95654296875
2020-06-10,188.5895538330078,180.51821899414062,99.42538452148438
2020-06-11,178.46263122558594,170.5554962158203,90.34564971923828
2020-06-12,179.87103271484375,173.58892822265625,93.33141326904297
2020-06-15,181.0207061767578,177.0585174560547,93.1323471069336
2020-06-16,185.4566192626953,178.9122772216797,95.81187438964844
2020-06-17,186.09852600097656,179.8242645263672,95.04629516601562
2020-06-18,188.09133911132812,186.02992248535156,95.05393981933594
2020-06-19,186.9704132080078,185.32606506347656,93.7601318359375
2020-06-22,192.1632080078125,189.98524475097656,92.68831634521484
2020-06-23,193.4470672607422,187.41775512695312,91.4174575805664
2020-06-24,189.5476837158203,183.938232421875,89.12837982177734
2020-06-25,191.94285583496094,186.7039794921875,91.12653350830078
2020-06-26,188.10096740722656,181.5789031982422,89.71790313720703
2020-06-29,190.12252807617188,181.73751831054688,91.67776489257812
2020-06-30,194.97998046875,185.7027587890625,92.4586410522461
2020-07-01,196.1201171875,190.22315979003906,90.75139617919922
2020-07-02,197.61477661132812,190.85760498046875,91.63947296142578
2020-07-06,201.86865234375,196.0025177001953,92.01461029052734
2020-07-07,199.52133178710938,194.6741485595703,90.01644897460938
2020-07-08,203.9093780517578,198.54025268554688,90.1159896850586
2020-07-09,205.3369140625,198.9962921142578,88.58482360839844
2020-07-10,204.7141571044922,197.15245056152344,90.60596466064453
